Date,GSPC500,FTSE100
3/14/2000,-0.008207439,-0.015497783
3/15/2000,-0.017685471,0.003123629
3/16/2000,0.02427988,-0.006181514
3/17/2000,0.047638505,0.017093252
3/20/2000,0.0041139,0.000121974
3/21/2000,-0.005353449,0.010140287
3/22/2000,0.025565854,-0.000996316
3/23/2000,0.004531867,-0.001254145
3/24/2000,0.017799046,-0.002269426
3/27/2000,7.20E-05,0.021820869
3/28/2000,-0.002356838,-0.007612941
3/29/2000,-0.010584965,-0.005547927
3/30/2000,0.000523992,-0.007714214
3/31/2000,-0.013655752,-0.023276901
4/3/2000,0.007164304,0.014739651
4/4/2000,0.004938024,-0.011941545
4/5/2000,-0.007470219,-0.005431686
4/6/2000,-0.004923956,-0.007421845
4/7/2000,0.009392398,0.0112552
4/10/2000,0.009997742,0.018415433
4/11/2000,-0.007841207,-0.00555564
4/12/2000,-0.002572348,-0.023601755
4/13/2000,-0.022271188,-0.00445203
4/14/2000,-0.01817106,0.000976286
4/17/2000,-0.058277937,-0.02814219
4/18/2000,0.033083594,-0.029701688
4/19/2000,0.028663407,0.013245238
4/20/2000,-0.009808488,0.018258133
4/21/2000,0,0.009102862
4/24/2000,0.004952867,0
4/25/2000,-0.003262407,0
4/26/2000,0.033275955,0.006697398
4/27/2000,-0.011134091,-0.00421773
4/28/2000,0.002689994,-0.012339198
5/1/2000,-0.008526056,0.023967133
5/2/2000,0.010892054,0
5/3/2000,-0.014956554,0.007269969
5/4/2000,-0.021565566,-0.029591756
5/5/2000,-0.003907872,0.002393011
5/8/2000,0.016359641,0.006322941
5/9/2000,-0.005905196,-0.003606463
5/10/2000,-0.008447046,-0.014880235
5/11/2000,-0.020599916,-0.00378845
5/12/2000,0.017902468,0.023817297
5/15/2000,0.009340679,0.006019965
5/16/2000,0.022097755,-0.005697431
5/17/2000,0.009419189,0.011316117
5/18/2000,-0.012441673,-0.019340293
5/19/2000,-0.007314607,0.005922938
5/22/2000,-0.02105469,-0.030082306
5/23/2000,-0.004428004,-0.001637593
5/24/2000,-0.019175842,0.008499678
5/25/2000,0.018335248,0.005224468
5/26/2000,-0.012529952,0.018386559
5/29/2000,0,-0.002278923
5/30/2000,-0.002533441,0
5/31/2000,0.032234598,0.022953594
6/1/2000,-0.001293528,-4.72E-05
6/2/2000,0.019857865,0.017486233
6/5/2000,0.019636771,0.02409395
6/6/2000,-0.006518829,-0.012027603
6/7/2000,-0.006670645,1.52E-05
6/8/2000,0.009274008,-0.006568095
6/9/2000,-0.006585704,-0.001107
6/12/2000,-0.003229246,-0.008127373
6/13/2000,-0.007515667,-0.002001909
6/14/2000,0.016210195,0.002519118
6/15/2000,0.000748651,0.013835632
6/16/2000,0.005569343,-0.006961125
6/19/2000,-0.009650186,0
6/20/2000,0.01470852,-9.24E-05
6/21/2000,-0.006763155,0.005654634
6/22/2000,0.002154581,-0.007522729
6/23/2000,-0.018220137,-0.009879898
6/26/2000,-0.007368283,-0.003476848
6/27/2000,0.00959436,0.002143502
6/28/2000,-0.003270787,-0.004668143
6/29/2000,0.00294364,-0.009693631
6/30/2000,-0.008543966,-0.011800111
7/3/2000,0.00846509,0.011812822
7/4/2000,0,0.02498134
7/5/2000,0.010270909,-0.008252952
7/6/2000,-0.015862146,-0.005376344
7/7/2000,0.007218813,0.005812785
7/10/2000,0.015260821,0.012134697
7/11/2000,-0.002217884,-0.004817207
7/12/2000,0.00356461,0.001484583
7/13/2000,0.008130327,0.00659381
7/14/2000,0.001955846,-0.006565898
7/17/2000,0.009452893,-4.64E-05
7/18/2000,0.000337759,0.007736989
7/19/2000,-0.011089117,-0.011493372
7/20/2000,-0.007886265,0.002309883
7/21/2000,0.009183774,0.000556825
7/24/2000,-0.010283708,-0.014005271
7/25/2000,-0.010741799,0.000454644
7/26/2000,0.006952128,0.001473115
7/27/2000,-0.014954477,-0.000563334
7/28/2000,-0.001927851,-0.005479795
7/31/2000,-0.02050881,-0.002581808
8/1/2000,0.007704781,0.004671877
8/2/2000,0.005080981,0.002168051
8/3/2000,0.0004172,0.00191245
8/4/2000,0.009633772,-0.011609486
8/7/2000,0.007139116,0.007345127
8/8/2000,0.01120347,0.003818623
8/9/2000,0.002352502,-0.004649442
8/10/2000,-0.006696826,0.008791919
8/11/2000,-0.008568302,-0.004162799
8/14/2000,0.007936974,-0.000438339
8/15/2000,0.013398259,0.005544663
8/16/2000,-0.004780233,0.008660586
8/17/2000,-0.003085412,0.008725195
8/18/2000,0.010960551,-0.002112646
8/21/2000,-0.002907602,0.003912123
8/22/2000,0.005202055,-0.000229228
8/23/2000,-0.000900296,0.006511511
8/24/2000,0.005233168,-0.002824628
8/25/2000,0.001553874,-0.001401145
8/28/2000,-0.001233239,0.001021839
8/29/2000,0.005071536,0
8/30/2000,-0.002806967,0.00344312
8/31/2000,-0.004801833,0.004372758
9/1/2000,0.010042718,0.008707366
9/4/2000,0,0.018328383
9/5/2000,0.00203598,0.000456232
9/6/2000,-0.00900206,-0.006707771
9/7/2000,-0.009840192,-0.008559764
9/8/2000,0.00687553,-0.000821545
9/11/2000,-0.005331086,-0.013230281
9/12/2000,-0.003506183,-0.002833062
9/13/2000,-0.004881632,-0.004026132
9/14/2000,0.001970353,-0.011791596
9/15/2000,-0.00272073,0.011932296
9/18/2000,-0.010169655,-0.021081564
9/19/2000,-0.014531248,-0.001106323
9/20/2000,0.010654142,-0.00104524
9/21/2000,-0.005863455,-0.019301959
9/22/2000,-0.001577795,-0.012850477
9/25/2000,-0.000227789,0.001080737
9/26/2000,-0.006688623,0.008250245
9/27/2000,-0.008213914,-0.007016014
9/28/2000,-0.000448438,0.009029101
9/29/2000,0.022235217,-0.000829392
10/2/2000,-0.014928457,0.004805175
10/3/2000,-0.000201904,-0.001541132
10/4/2000,-0.006802545,0.00962686
10/5/2000,0.005510134,-0.00159182
10/6/2000,0.001366559,0.007435018
10/9/2000,-0.0190005,0.001441585
10/10/2000,-0.004939681,-0.019777254
10/11/2000,-0.010705912,-0.002729474
10/12/2000,-0.016171399,-0.020823678
10/13/2000,-0.025509448,0.002337486
10/16/2000,0.033381472,0.012671472
10/17/2000,0.000327435,0.012255233
10/18/2000,-0.017932246,-0.013125029
10/19/2000,-0.005807511,-0.008866391
10/20/2000,0.034743285,0.011499253
10/23/2000,0.005882978,0.009229913
10/24/2000,-0.000823251,0.006309466
10/25/2000,0.001683629,0.019395494
10/26/2000,-0.023767447,-0.010965473
10/27/2000,-0.000337082,-0.010286127
10/30/2000,0.011096139,0.010186789
10/31/2000,0.013830353,0.003439865
11/1/2000,0.021978172,0.007826686
11/2/2000,-0.005722718,0.002982138
11/3/2000,0.004995691,-0.010158588
11/6/2000,0.000308099,-0.001032556
11/7/2000,0.002400635,0.007141306
11/8/2000,-0.000223397,0.00558232
11/9/2000,-0.015776548,0.001623653
11/10/2000,-0.006485592,-0.005434234
11/13/2000,-0.024397584,-0.006519512
11/14/2000,-0.010776125,-0.019593198
11/15/2000,0.023452142,0.022008686
11/16/2000,0.004960489,0.003025137
11/17/2000,-0.012584534,-0.000295369
11/20/2000,-0.00335197,0.00150849
11/21/2000,-0.018351692,-0.014766866
11/22/2000,0.003522948,0.005153695
11/23/2000,0,-0.024507313
11/24/2000,-0.018547512,0.010592456
11/27/2000,0.014678328,0.006409793
11/28/2000,0.00536601,0.007443596
11/29/2000,-0.009548029,-0.01959314
11/30/2000,0.004356045,-0.01358442
12/1/2000,-0.020090827,-0.003682088
12/4/2000,0.00017499,0.004591141
12/5/2000,0.007443785,-0.001896102
12/6/2000,0.038921688,0.022780749
12/7/2000,-0.01821965,-0.004080044
12/8/2000,-0.005852865,-0.006679085
12/11/2000,0.019604752,0.009131159
12/12/2000,0.007526105,0.013040091
12/13/2000,-0.006535211,0.003155283
12/14/2000,-0.0081609,0.001971723
12/15/2000,-0.014014762,-0.02173984
12/18/2000,-0.021462737,-0.01404898
12/19/2000,0.008238339,0.011447942
12/20/2000,-0.013122079,0.007764348
12/21/2000,-0.031295945,-0.018792662
12/22/2000,0.008001641,-0.009908235
12/25/2000,0,-0.002943341
12/26/2000,0.024402668,0
12/27/2000,0.007059864,0
12/28/2000,0.010439635,0.01979503
12/29/2000,0.003988146,0.000804091
1/1/2001,0,-0.000112514
1/2/2001,-0.010448008,0
1/3/2001,-0.028031939,-0.007681769
1/4/2001,0.050098606,-0.021831067
1/5/2001,-0.010552474,0.024122949
1/8/2001,-0.026242362,0.002020823
1/9/2001,-0.001917811,-0.007824978
1/10/2001,0.003812189,-0.01000065
1/11/2001,0.009586385,-0.004632019
1/12/2001,0.010317701,0.009076058
1/15/2001,0,0.008274886
1/16/2001,-0.006406295,0.000778494
1/17/2001,0.006318707,-0.014099801
1/18/2001,0.002442234,0.018756284
1/19/2001,0.013595076,0.002016975
1/22/2001,-0.004028229,-9.66E-05
1/23/2001,0.000268138,0.003655838
1/24/2001,0.013031499,-0.002775964
1/25/2001,0.002866822,0.007997121
1/26/2001,-0.00497694,-0.001404732
1/29/2001,-0.00190788,0.00618641
1/30/2001,0.006826971,0.003606469
1/31/2001,0.007007877,0.002770302
2/1/2001,-0.005619715,-0.005841029
2/2/2001,0.005461132,-0.007256879
2/5/2001,-0.01747399,0.000735804
2/6/2001,0.003586658,0.002045952
2/7/2001,-0.001513722,0.003860095
2/8/2001,-0.008252876,-0.01077316
2/9/2001,-0.006390237,-0.003132228
2/12/2001,-0.013335549,-0.006735356
2/13/2001,0.011827291,0.012507519
2/14/2001,-0.008652126,-0.002066828
2/15/2001,-0.002183807,-0.008396854
2/16/2001,0.008123549,0.00351344
2/19/2001,0,-0.017683425
2/20/2001,-0.018905297,0.000936254
2/21/2001,-0.017356563,-0.018690499
2/22/2001,-0.018507454,-0.001287637
2/23/2001,-0.00195183,0.005140345
2/26/2001,-0.005555436,-0.009894871
2/27/2001,0.017489958,-0.004542625
2/28/2001,-0.007659908,0.004140822
3/1/2001,-0.014309109,-0.003921816
3/2/2001,0.001040404,-0.00157147
3/5/2001,-0.005679791,-0.008462241
3/6/2001,0.005858125,0.012409058
3/7/2001,0.009980598,0.01360582
3/8/2001,0.006452357,-0.001696639
3/9/2001,0.002258498,0.000233328
3/12/2001,-0.024763941,-0.0143091
3/13/2001,-0.043180756,-0.015344804
3/14/2001,0.014828497,-0.018158381
3/15/2001,-0.025842119,-0.016571449
3/16/2001,0.005871294,0.018361559
3/19/2001,-0.019624074,-0.029044262
3/20/2001,0.017626684,-0.002013322
3/21/2001,-0.024077401,0.017148156
3/22/2001,-0.017923702,-0.018789334
3/23/2001,-0.004063716,-0.040771091
3/26/2001,0.01990909,0.016463461
3/27/2001,0.011282372,0.032264091
3/28/2001,0.02557505,0.027167091
3/29/2001,-0.024429654,-0.019919362
3/30/2001,-0.004630308,-0.004560046
4/2/2001,0.010784447,0.008106129
4/3/2001,-0.012461939,-0.002698084
4/4/2001,-0.034393111,-0.02765861
4/5/2001,-0.002901109,0.013289176
4/6/2001,0.043679983,0.015553517
4/9/2001,-0.019983576,-0.003610908
4/10/2001,0.008117395,0.011032724
4/11/2001,0.027066026,0.024667632
4/12/2001,-0.002131148,-0.002567621
4/13/2001,0,-0.003714518
4/16/2001,0.015104328,0
4/17/2001,-0.003227669,0
4/18/2001,0.010282453,-0.000953768
4/19/2001,0.038890405,0.022408932
4/20/2001,0.012550815,-0.003157804
4/23/2001,-0.008550667,0.001396503
4/24/2001,-0.014980125,-0.001445627
4/25/2001,-0.012161468,-0.005279921
4/26/2001,0.015940891,-0.002191635
4/27/2001,0.004695845,0.007001253
4/30/2001,0.015009906,0.014160847
5/1/2001,-0.002865079,0.002604429
5/2/2001,0.013589856,-0.006519282
5/3/2001,0.000781808,-0.004014812
5/4/2001,-0.014872693,-0.023441006
5/7/2001,0.014440428,0.018124112
5/8/2001,7.89E-05,0
5/9/2001,-0.004349859,0.002742636
5/10/2001,-0.00448772,0.001240197
5/11/2001,-0.000286718,0.011927957
5/14/2001,-0.00757661,-0.011267638
5/15/2001,0.002609038,-0.034985045
5/16/2001,0.000416278,0.026781461
5/17/2001,0.028452787,0.007034195
5/18/2001,0.002723757,0.003484024
5/21/2001,0.002693052,0.001778305
5/22/2001,0.016153748,0.004497058
5/23/2001,-0.002627874,0.005890669
5/24/2001,-0.015526399,-0.013251714
5/25/2001,0.003196148,0.003136976
5/28/2001,0,-0.004411856
5/29/2001,-0.011815947,0
5/30/2001,-0.007794067,-0.004397416
5/31/2001,-0.015655515,-0.011425843
6/1/2001,0.006201518,-0.000137971
6/4/2001,0.003862096,0.002329152
6/5/2001,0.005108348,0.008072828
6/6/2001,0.01299016,0.01126953
6/7/2001,-0.01054864,-0.0035458
6/8/2001,0.00545651,0.007930154
6/11/2001,-0.009397319,0.000386714
6/12/2001,-0.008355953,-0.015141346
6/13/2001,0.001163881,-0.009640816
6/14/2001,-0.011346897,0.002791212
6/15/2001,-0.017501595,-0.011631936
6/18/2001,-0.004516883,-0.005128205
6/19/2001,-0.004883174,-0.008981286
6/20/2001,0.003434127,0.001551556
6/21/2001,0.008708752,0.003380078
6/22/2001,0.011364214,-0.010211277
6/25/2001,-0.009450028,0.004307493
6/26/2001,-0.00550863,-0.000670754
6/27/2001,-0.001509901,-0.018756903
6/28/2001,-0.004676406,0.009395703
6/29/2001,0.012493089,0.005438756
7/2/2001,-0.001451564,0.000727174
7/3/2001,0.010037337,0.013150234
7/4/2001,0,-0.013434375
7/5/2001,-0.001827437,-0.006985922
7/6/2001,-0.012321246,-0.009088457
7/9/2001,-0.023498265,-0.012685581
7/10/2001,0.006878996,-0.00187989
7/11/2001,-0.014397979,-0.000182852
7/12/2001,-0.001134103,-0.013899303
7/13/2001,0.023691267,0.016636102
7/16/2001,0.006241031,0.01010652
7/17/2001,-0.010882882,-0.003593986
7/18/2001,0.009971301,-0.016186093
7/19/2001,-0.005541633,-0.004274238
7/20/2001,0.006052826,0.006068868
7/23/2001,-0.003432078,-0.009250709
7/24/2001,-0.016368623,0.003378387
7/25/2001,-0.016271634,-0.015743735
7/26/2001,0.016079858,-0.008364347
7/27/2001,0.010449532,0.001971284
7/30/2001,0.002402378,0.02213352
7/31/2001,-0.001078044,0.00806946
8/1/2001,0.005570651,0.015128408
8/2/2001,0.003880414,0.003219295
8/3/2001,0.003964,0.006778579
8/6/2001,-0.005242699,-0.006607557
8/7/2001,-0.011429987,-0.003821507
8/8/2001,0.003273763,0.001881858
8/9/2001,-0.017328126,-0.010890732
8/10/2001,-8.45E-05,-0.013439258
8/13/2001,0.005686843,0.004497639
8/14/2001,0.000949456,0.000718585
8/15/2001,-0.003827832,0.014122315
8/16/2001,-0.007339463,-0.008388051
8/17/2001,0.003089943,-0.013146384
8/20/2001,-0.016663053,-0.008849996
8/21/2001,0.008124189,0.002864006
8/22/2001,-0.01207948,0.013607329
8/23/2001,0.006956128,-0.003977609
8/24/2001,-0.002763293,-0.002255661
8/27/2001,0.01965432,0.013972001
8/28/2001,-0.004827367,0
8/29/2001,-0.015010008,-0.006798316
8/30/2001,-0.011114871,-0.003146466
8/31/2001,-0.017038087,-0.015671128
9/3/2001,0,0.002306487
9/4/2001,0.004029943,-0.006155267
9/5/2001,-0.000564596,0.012706839
9/6/2001,-0.001059148,-0.011822458
9/7/2001,-0.022390272,-0.021012076
9/10/2001,-0.018637016,-0.02574794
9/11/2001,0,-0.007218431
9/12/2001,0,-0.057154813
9/13/2001,0,0.028676801
9/14/2001,0,0.012597038
9/17/2001,0.006225948,-0.038008718
9/18/2001,-0.049215605,0.030111172
9/19/2001,-0.00580497,-0.010247139
9/20/2001,-0.016112492,-0.026192587
9/21/2001,-0.031059933,-0.034902744
9/24/2001,-0.01903426,-0.02703586
9/25/2001,0.038983252,0.040643187
9/26/2001,0.008789683,0.010728451
9/27/2001,-0.005166647,0.007012093
9/28/2001,0.011489124,0.014373629
10/1/2001,0.021921988,0.029347511
10/2/2001,-0.002295899,-0.024024107
10/3/2001,0.012305529,0.009758381
10/4/2001,0.01992721,0.01024357
10/5/2001,-0.002480727,0.02753091
10/8/2001,0.001636095,0.003947172
10/9/2001,-0.008335172,-0.000655243
10/10/2001,-0.005355542,-0.004550319
10/11/2001,0.022938245,0.028603996
10/12/2001,0.01520834,0.002289846
10/15/2001,-0.005266877,-0.003756104
10/16/2001,-0.001529835,-0.015197784
10/17/2001,0.006935961,0.003019417
10/18/2001,-0.018632644,0.023767324
10/19/2001,-0.007873048,-0.016796691
10/22/2001,0.004557318,-0.019214192
10/23/2001,0.015296088,0.010502761
10/24/2001,-0.004697674,0.0242387
10/25/2001,0.000387103,-0.004948628
10/26/2001,0.013720987,-0.015674588
10/29/2001,0.004108773,0.020052687
10/30/2001,-0.023818304,-0.01979343
10/31/2001,-0.017165918,-0.016181955
11/1/2001,-9.45E-06,0.007214825
11/2/2001,0.022948108,0.006250372
11/5/2001,0.002859492,0.011496254
11/6/2001,0.014385592,0.015518101
11/7/2001,0.014526151,0.000959859
11/8/2001,-0.00273487,0.000421877
11/9/2001,0.002455628,0.011847535
11/12/2001,0.001582437,-0.006422747
11/13/2001,-0.001767459,-0.018687311
11/14/2001,0.018563403,0.025436224
11/15/2001,0.001861131,-0.006897709
11/16/2001,0.000902577,-0.000477035
11/19/2001,-0.003142917,0.010079761
11/20/2001,0.010898901,0.008883009
11/21/2001,-0.007297642,-0.007362271
11/22/2001,0,0.002849682
11/23/2001,-0.004927104,0.006040893
11/26/2001,0.01170588,-0.009857967
11/27/2001,0.00615477,0.001756934
11/28/2001,-0.006842843,-0.006883545
11/29/2001,-0.018251397,-0.011545728
11/30/2001,0.010349778,0.000633944
12/3/2001,-0.000657779,-0.000940751
12/4/2001,-0.008381173,-0.007494811
12/5/2001,0.012275418,0.009197227
12/6/2001,0.023238899,0.023291936
12/7/2001,-0.002776947,0.006806001
12/10/2001,-0.007531417,-0.019572352
12/11/2001,-0.015867949,-0.015138601
12/12/2001,-0.002780911,-0.004667347
12/13/2001,0.000272649,-0.007905714
12/14/2001,-0.015557479,-0.008808613
12/17/2001,0.0033143,-0.002738951
12/18/2001,0.010034832,0.014878444
12/19/2001,0.007546157,0.002881509
12/20/2001,0.005809693,-0.005921065
12/21/2001,-0.008377122,-0.007889681
12/24/2001,0.00435111,0.015550568
12/25/2001,0,0.003527622
12/26/2001,-0.000209619,0
12/27/2001,0.004123506,0
12/28/2001,0.006751533,0.006914724
12/31/2001,0.003361778,0.00560111
1/1/2002,0,-0.004768808
1/2/2002,-0.011145427,0
1/3/2002,0.005740095,0.000172481
1/4/2002,0.009180091,0.019259146
1/7/2002,0.006213144,0.000940062
1/8/2002,-0.006498874,-0.005672585
1/9/2002,-0.003588368,-0.008160835
1/10/2002,-0.004798741,-0.004171092
1/11/2002,0.001220661,-0.00722957
1/14/2002,-0.009467877,0.001521934
1/15/2002,-0.006276136,-0.01636981
1/16/2002,0.006834011,0.01026694
1/17/2002,-0.016245122,-0.007433198
1/18/2002,0.010030472,0.00210621
1/21/2002,0,-0.002257531
1/22/2002,-0.009922071,0.002282163
1/23/2002,-0.0073342,0.002082358
1/24/2002,0.00792452,0.006098015
1/25/2002,0.003518916,0.010133961
1/28/2002,0.000998105,-0.007662781
1/29/2002,-0.000194101,0.005892566
1/30/2002,-0.02861282,-0.017650699
1/31/2002,0.011747648,-0.008204408
2/1/2002,0.014933956,0.014835047
2/4/2002,-0.007078394,0.004821172
2/5/2002,-0.024737133,-0.004316317
2/6/2002,-0.004038524,-0.014301454
2/7/2002,-0.005972376,-0.003848136
2/8/2002,-0.003082543,0.010485277
2/11/2002,0.014858704,0.000214569
2/12/2002,0.014340161,0.006571577
2/13/2002,-0.003992969,-0.0050563
2/14/2002,0.009941318,0.003543764
2/15/2002,-0.001814941,0.010632782
2/18/2002,0,-0.005030083
2/19/2002,-0.011016702,-0.005441427
2/20/2002,-0.018873813,-0.011989952
2/21/2002,0.013513777,-0.013431498
2/22/2002,-0.015510328,0.00979274
2/25/2002,0.008224261,-0.004434983
2/26/2002,0.017975197,0.009899422
2/27/2002,-4.51E-05,0.00748906
2/28/2002,0.000459725,0.007666842
3/1/2002,-0.00284716,-0.014946683
3/4/2002,0.022634291,0.013330719
3/5/2002,0.019491364,0.014122654
3/6/2002,-0.006673327,-0.005341473
3/7/2002,0.014509575,0.006041427
3/8/2002,-0.004497863,0.006977428
3/11/2002,0.005848627,0.000681566
3/12/2002,0.003392525,-0.005070339
3/13/2002,-0.002294056,-0.001216966
3/14/2002,-0.009857745,0.003712518
3/15/2002,-0.000909744,-0.002010641
3/18/2002,0.011378612,0.005949043
3/19/2002,-0.000523072,0.001360309
3/20/2002,0.004066741,0.003056698
3/21/2002,-0.015756832,-0.009254941
3/22/2002,0.001510605,-0.002582183
3/25/2002,-0.004238954,-0.000532961
3/26/2002,-0.014651307,-0.008932464
3/27/2002,0.005848724,-0.001556633
3/28/2002,0.005349161,0.003695543
3/29/2002,0,0.01094974
4/1/2002,0.0024551,0
4/2/2002,-0.00074079,0
4/3/2002,-0.008530037,-0.003869628
4/4/2002,-0.009993301,-0.00068555
4/5/2002,0.000835206,-0.007298259
4/8/2002,-0.003205058,0.004626182
4/9/2002,0.002280209,-0.010509018
4/10/2002,-0.006656053,0.000193102
4/11/2002,0.011334694,0.009556722
4/12/2002,-0.023689289,-0.017536516
4/15/2002,0.006632359,0.004593782
4/16/2002,-0.007614658,0.007827921
4/17/2002,0.023418389,0.011246972
4/18/2002,-0.002038382,0.000760471
4/19/2002,-0.001420849,-0.006554076
4/22/2002,0.000622581,0.002715454
4/23/2002,-0.015411082,-0.00421468
4/24/2002,-0.006201308,-0.005841233
4/25/2002,-0.007102843,0.005239876
4/26/2002,-0.001518592,-0.003966922
4/29/2002,-0.013889429,-0.007407407
4/30/2002,-0.010099223,-0.000988583
5/1/2002,0.010765492,0.002270163
5/2/2002,0.008858519,-0.007762912
5/3/2002,-0.001748709,0.009482021
5/6/2002,-0.01026223,0.005604839
5/7/2002,-0.019339881,0
5/8/2002,-0.003020941,-0.015990504
5/9/2002,0.037503917,0.017422254
5/10/2002,-0.014547427,-0.002207675
5/13/2002,-0.016793897,-0.005079248
5/14/2002,0.018550004,0.006497449
5/15/2002,0.021143509,0.006666961
5/16/2002,-0.005659524,0.003740834
5/17/2002,0.006562397,-0.002015573
5/20/2002,0.007612236,-0.005811184
5/21/2002,-0.013293055,-0.00189726
5/22/2002,-0.010990219,-0.002092875
5/23/2002,0.00568583,-0.008716288
5/24/2002,0.010183916,0.004541995
5/27/2002,0,-0.001197942
5/28/2002,-0.012086639,-0.006345455
5/29/2002,-0.008552987,-0.01209034
5/30/2002,-0.006412,0.001734225
5/31/2002,-0.002809883,-0.008302222
6/3/2002,0.002329364,0.008788346
6/4/2002,-0.02479521,0
6/5/2002,9.50E-06,0
6/6/2002,0.008849978,-0.018878684
6/7/2002,-0.019763787,-0.006313764
6/10/2002,-0.00157411,-0.00750367
6/11/2002,0.003123958,0.001585297
6/12/2002,-0.016958671,0.001339152
6/13/2002,0.006908395,-0.01683951
6/14/2002,-0.010487535,-0.016447903
6/17/2002,-0.002268293,-0.029568956
6/18/2002,0.028691437,0.027209123
6/19/2002,0.000936112,-0.011520309
6/20/2002,-0.016535882,-0.010548723
6/21/2002,-0.013431516,-0.015497399
6/24/2002,-0.017042765,0.005458158
6/25/2002,0.003619261,-0.013766726
6/26/2002,-0.016701544,0.019617363
6/27/2002,-0.002673782,-0.021593608
6/28/2002,0.0175752,0.002118759
7/1/2002,-0.000827755,0.025503194
7/2/2002,-0.02138771,0.00631387
7/3/2002,-0.021225414,-0.029664093
7/4/2002,0,-0.033913898
7/5/2002,0.006222999,0.017893752
7/8/2002,0.036729986,0.032295557
7/9/2002,-0.012183704,-0.003098252
7/10/2002,-0.024718995,-0.012692045
7/11/2002,-0.033962035,-0.027031149
7/12/2002,0.007496197,-0.043008098
7/15/2002,-0.006448322,-0.001394776
7/16/2002,-0.00375522,-0.054354796
7/17/2002,-0.018389207,0.006859407
7/18/2002,0.004883219,0.041945399
7/19/2002,-0.026384686,0.025461677
7/22/2002,-0.038341109,-0.046308149
7/23/2002,-0.032922093,-0.049483887
7/24/2002,-0.027004884,-0.009626492
7/25/2002,0.057301475,-0.020969389
7/26/2002,-0.005619964,0.049985386
7/29/2002,0.016883715,0.012784033
7/30/2002,0.054078131,0.046332742
7/31/2002,0.004249363,-0.005187211
8/1/2002,0.009791938,0.015618717
8/2/2002,-0.0298589,-0.047501339
8/5/2002,-0.022795153,0.00766473
8/6/2002,-0.034296046,-0.019408685
8/7/2002,0.029918563,0.033680338
8/8/2002,0.020010019,-0.008859864
8/9/2002,0.025046432,0.035682909
8/12/2002,0.011026709,0.019313737
8/13/2002,-0.005326671,-0.023320333
8/14/2002,-0.021675112,0.011867561
8/15/2002,0.040047016,-0.023550365
8/16/2002,0.011559128,0.03749608
8/19/2002,-0.001590949,0.000577701
8/20/2002,0.023611865,0.022355613
8/21/2002,-0.013958156,-0.013079404
8/22/2002,0.012726276,-0.000938474
8/23/2002,0.0140516,0.01601457
8/26/2002,-0.022686223,-0.010124786
8/27/2002,0.007535688,0
8/28/2002,-0.013850946,0.013645358
8/29/2002,-0.018131846,-0.03948585
8/30/2002,-7.63E-05,-0.01513809
9/2/2002,0,0.004276246
9/3/2002,-0.001884921,-0.010976251
9/4/2002,-0.041536113,-0.036427518
9/5/2002,0.01751669,-0.000422031
9/6/2002,-0.015950302,-0.003948423
9/9/2002,0.016800271,0.023984093
9/10/2002,0.010112806,-0.010907745
9/11/2002,0.008494266,0.02784071
9/12/2002,-0.001295798,0.008430175
9/13/2002,-0.024784253,-0.029876336
9/16/2002,0.003269807,-0.018825407
9/17/2002,0.001449723,0.009056898
9/18/2002,-0.019728377,-0.00474741
